_id,name,description,price,category,image,company,size
6964c858ed7c819c202a7c6e,Freeze Dried Mango,"Savor the rich, juicy sweetness of premium, farm-fresh mangoes?handpicked and delivered to your door for the ultimate summer delight",140,Freeze Dried,/images/Products/poshi-1/mango.webp,Poshi,
6964c858ed7c819c202a7c6f,Freeze Dried Jamun,"A juicy, tangy-sweet fruit rich in antioxidants and nutrients, Jamun boosts digestion, controls blood sugar.",140,Freeze Dried,/images/Products/poshi-1/jamun.webp,Poshi,
6964c858ed7c819c202a7c70,Freeze Dried Strawberries,"Sweet, slightly tart, and juicy Perfect for smoothies, baking, or as a refreshing snack straight from the freezer.",180,Freeze Dried,/images/Products/poshi-1/strobery.webp,Poshi,
6964c858ed7c819c202a7c71,Freeze Dried chickoo,"Perfect for milkshakes, smoothies, Indian-style desserts (like chikoo halwa or ice cream), or eaten directly as a frozen treat.",90,Freeze Dried,/images/Products/poshi-1/sapota.webp,Poshi,
6964c858ed7c819c202a7c72,Freeze Dried Apple,"Juicy, sweet, and packed with fiber?our apples are freshly picked, perfect for snacking, salads, or juicing.",180,Freeze Dried,/images/Products/poshi-1/apple.webp,Poshi,
6964c858ed7c819c202a7c73,Freeze Dried Guava,"Frozen guava offers a sweet, tropical flavor, perfect for smoothies, desserts, or refreshing snacks.",180,Freeze Dried,/images/Products/poshi-1/gauvava.webp,Poshi,
6964c858ed7c819c202a7c74,Freeze Dried Kiwi,"Fresh-picked kiwi, freeze-dried for your delight?a tropical taste adventure in every chilly slice.",140,Freeze Dried,/images/Products/poshi-1/kiwi.webp,Poshi,
6964c858ed7c819c202a7c75,Freeze Dried Jackfruit,"Tropical taste preserved ? enjoy jackfruit?s sweetness, texture, and nutrition anytime, straight from the freezer.",140,Freeze Dried,/images/Products/poshi-1/jackfruite.webp,Poshi,
6964c858ed7c819c202a7c76,Vacuum cooked veggie chips,"Crispy vacuum-cooked vegetable chips made from fresh produce, retaining natural color, flavor, and nutrients. Lightly seasoned, less oily, and a healthier alternative to regular fried snacks.",200,Namkeen,/images/Products/MWH/cooked-chips - Copy.webp,MWH,100 GM
6964c858ed7c819c202a7c77,Roasted Mexican mix,"A bold and crunchy roasted mix inspired by Mexican flavors, combining nuts, seeds, and spices. Perfectly roasted for a spicy, tangy snack with a satisfying crunch.",140,Namkeen,/images/Products/MWH/rosted-mix - Copy.webp,MWH,100 GM
6964c858ed7c819c202a7c78,Premium Roasted mix ,"Carefully selected nuts and seeds slow roasted to perfection. This premium mix delivers rich flavor, crunch, and nutrition, making it an ideal guilt-free everyday snacking option.",180,Namkeen,/images/Products/MWH/cocoa - Copy.webp,MWH,One Pisce
6964c858ed7c819c202a7c79,Premium praline nutty Brittles,"Delicate, super-thin brittles made with premium nuts coated in caramelized sweetness. Perfectly crunchy, rich, and indulgent, offering a balanced blend of nutty flavor and crisp texture",45,Namkeen,/images/Products/MWH/top-view-delicious-breakfast-concept - Copy.webp,MWH,One Pisce
6964c858ed7c819c202a7c7a,Assorted dry fruit nutty Bites - Blueberry,"Wholesome bite-sized treats made from premium dry fruits and nuts with no added sugar. Naturally sweet, nutritious, and perfect for clean snacking and mindful indulgence.",45,Namkeen,/images/Products/MWH/blueberry - Copy.webp,MWH,One Pisce
6964c858ed7c819c202a7c7b,Assorted dry fruit nutty Bites - Rose,"Wholesome bite-sized treats made from premium dry fruits and nuts with no added sugar. Naturally sweet, nutritious, and perfect for clean snacking and mindful indulgence.",45,Namkeen,/images/Products/MWH/gulkand - Copy.webp,MWH,One Pisce
6964c858ed7c819c202a7c7c,Assorted dry fruit nutty Bites - Gulkand,"Wholesome bite-sized treats made from premium dry fruits and nuts with no added sugar. Naturally sweet, nutritious, and perfect for clean snacking and mindful indulgence.",45,Namkeen,/images/Products/MWH/gulkand - Copy.webp,MWH,One Pisce
6964c858ed7c819c202a7c7d,Assorted dry fruit nutty Bites - Orange,"Wholesome bite-sized treats made from premium dry fruits and nuts with no added sugar. Naturally sweet, nutritious, and perfect for clean snacking and mindful indulgence.",45,Namkeen,/images/Products/MWH/cookie - Copy.webp,MWH,One Pisce
6964c858ed7c819c202a7c7e,Assorted dry fruit nutty Bites - Peel,"Wholesome bite-sized treats made from premium dry fruits and nuts with no added sugar. Naturally sweet, nutritious, and perfect for clean snacking and mindful indulgence.",45,Namkeen,/images/Products/MWH/- Copy.webp,MWH,One Pisce
6964c858ed7c819c202a7c7f,Assorted dry fruit nutty Bites - Date,"Wholesome bite-sized treats made from premium dry fruits and nuts with no added sugar. Naturally sweet, nutritious, and perfect for clean snacking and mindful indulgence.",45,Namkeen,/images/Products/MWH/top-view-delicious-breakfast-concept - Copy.webp,MWH,One Pisce
6964c858ed7c819c202a7c80,Assorted dry fruit nutty Bites - Anjeer ,"Wholesome bite-sized treats made from premium dry fruits and nuts with no added sugar. Naturally sweet, nutritious, and perfect for clean snacking and mindful indulgence.",45,Namkeen,/images/Products/MWH/anjeer-cookie - Copy.webp,MWH,One Pisce
6964c858ed7c819c202a7c81,Honeycomb Brownie nutty Bites,"Soft brownie-inspired nutty bites blended with honeycomb crunch and premium nuts. A delightful balance of rich cocoa flavor, crunch, and natural sweetness in every bite.",45,Namkeen,/images/Products/MWH/cookie - Copy.webp,MWH,One Pisce
6964c858ed7c819c202a7c82,Slow roasted Salted Almonds,"Premium almonds slow roasted for enhanced crunch and flavor, lightly seasoned with salt. A classic, protein-rich snack that?s wholesome, satisfying, and perfect for daily consumption.",400,Namkeen,/images/Products/MWH/rosted-almond - Copy.webp,MWH,250 GM
6964c858ed7c819c202a7c83,Super thin Cocoa jaggery peanut chikki/ brittles,"Ultra-thin peanut brittles crafted with cocoa and natural jaggery. Crisp, nutty, and lightly sweetened, offering a modern twist to traditional chikki with deep cocoa notes.",120,Namkeen,/images/Products/MWH/jagri-chiki - Copy.webp,MWH,250 GM
6964c858ed7c819c202a7c84,Peanut chikki ,"Traditional peanut chikki made using roasted peanuts and pure jaggery. Crunchy, wholesome, and naturally sweet, delivering authentic taste and sustained energy in every bite.",240,Sweet,/images/Products/MWH/peanut-chiki - Copy.webp,MWH,500 GM
6964c858ed7c819c202a7c85,Sesame chikki,"Classic sesame chikki prepared with premium sesame seeds and natural jaggery. Rich in calcium and nutrients, this crunchy delight offers a perfect balance of taste and tradition.",240,Sweet,/images/Products/MWH/seasame-chiki - Copy.webp,MWH,500 GM
6964c858ed7c819c202a7c86, Super thin Mix seeds brittles,"Light, super-thin brittles made with a blend of nutritious seeds and natural sweeteners. Crisp, flavorful, and packed with goodness, ideal for guilt-free snacking anytime.",140,Namkeen,/images/Products/MWH/mix-bralit - Copy.webp,MWH,250 GM
6964c858ed7c819c202a7c87,Hand Made Desi Jaggery Kaju Katri ,"A traditional handcrafted kaju katri prepared with premium cashews and desi jaggery. Rich, smooth, and indulgent, offering a healthier twist to a timeless festive delicacy.",1900,Sweet,/images/Products/MWH/peanut-chheki - Copy.webp,MWH,1 KG
6964c858ed7c819c202a7c88,Cookie - Thin crunchy fruity biscotti ,"Thin, crunchy biscotti packed with fruity bits and baked to perfection. A light, flavorful cookie ideal for pairing with tea, coffee, or as an anytime crunchy treat.",375,Namkeen,/images/Products/MWH/crunchy-savory - Copy.webp,MWH,250 GM
6964c858ed7c819c202a7c89, Cookies - Crunchy Vanilla & chocolate oats cookie,"Wholesome oats cookies baked with vanilla and chocolate flavors. Crunchy, flavorful, and satisfying, combining indulgence with nutrition for a perfect tea-time or snack-time companion.",350,Namkeen,/images/Products/MWH/cocoa - Copy.webp,MWH,250 GM
6964c858ed7c819c202a7c8a, Granola - Crunchy Savoury & chocolate granola,"Deliciously crunchy granola available in savoury and chocolate variants. Packed with grains, nuts, and seeds, ideal for breakfast bowls, snacking, or topping yogurts and smoothies.",300,Namkeen,/images/Products/MWH/crunchy-savory - Copy.webp,MWH,250 GM
6964c858ed7c819c202a7c8b,Rose Gulkand mouth fresheners ,"Traditional rose petal preserve prepared using natural ingredients. Aromatic, cooling, and delicious, known for digestive benefits and perfect for desserts, milk, or direct consumption.",180,Namkeen,/images/Products/MWH/gulkand - Copy.webp,MWH,150 GM
6964c858ed7c819c202a7c8c,Seeds Mukhwas mouth  fresheners ,"A refreshing blend of roasted seeds and natural ingredients used as a mouth freshener. Aids digestion, refreshes breath, and offers a crunchy, flavorful finish after meals.",300,Namkeen,/images/Products/MWH/mix-seeds - Copy.webp,MWH,150 GM
6964c858ed7c819c202a7c8d,Roasted Almond  mouth  fresheners ,"Premium almonds carefully roasted to enhance their natural flavor and crunch. A nutritious, protein-rich snack perfect for boosting energy and supporting a healthy lifestyle.",180,Namkeen,/images/Products/MWH/rosted-almond - Copy.webp,MWH,150 GM
6964c858ed7c819c202a7c8e,Wild forest Honey,"Pure, raw wild forest honey collected from natural sources. Rich in flavor, nutrients, and antioxidants, offering authentic taste and natural sweetness without any processing or additives.",550,Namkeen,/images/Products/MWH/honey - Copy.webp,MWH,450 GM
6964c858ed7c819c202a7c8f,A2 Desi Gir cow ghee ( Bilona) ,"Pure A2 ghee made from Gir cow milk using traditional methods. Aromatic, nutritious, and easily digestible, ideal for cooking, Ayurveda use, and daily wellness routines.",1100,Namkeen,/images/Products/MWH/ghee-1 - Copy.webp,MWH,550 GM
6964c858ed7c819c202a7c90, Desi lachkari Jaggery,"Traditional desi lachkari jaggery made from natural sugarcane juice. Unrefined, mineral-rich, and flavorful, offering a healthier alternative to refined sugar for everyday use.",150,Sweet,/images/Products/MWH/lachkri-jaggery - Copy.webp,MWH,900 GM
6964c858ed7c819c202a7c91,Nankathai ,"Traditional Indian shortbread cookies baked with ghee and premium ingredients. Crisp, buttery, and lightly sweet, offering a melt-in-the-mouth texture perfect with tea or coffee.",350,Namkeen,/images/Products/plantro/MoringaNankhata.webp,Plantro,500 GM
6964c858ed7c819c202a7c92,Jowar Muffins,"Soft, wholesome muffins made with nutrient-rich jowar flour. Naturally gluten-free, lightly sweetened, and baked to perfection for a healthy, delicious snack anytime.",400,Namkeen,/images/Products/plantro/JowarMuffin.webp,Plantro,500 GM
6964c858ed7c819c202a7c93,Ragi Brownie,"Rich, fudgy brownie prepared with calcium-rich ragi flour. Naturally wholesome, indulgent yet nutritious, delivering deep cocoa flavor with a soft, moist texture.",300,Namkeen,/images/Products/plantro/RagiBrownie.webp,Plantro,500 GM
6964c858ed7c819c202a7c94,Dhokla ,"Soft and fluffy steamed dhokla made from fermented batter. Light, savory, and easy to digest, perfectly balanced with mild spices for a healthy traditional snack.",225,Fast Food,/images/Products/plantro/RagiJowarDhokla.webp,Plantro,500 GM
6964c858ed7c819c202a7c95,Jeera bhakhri,"Jeera Bhakhri is a traditional Indian flatbread made from wheat flour and cumin seeds, offering a crisp texture, aromatic flavor, and perfect pairing with curd or vegetables.",20,Namkeen,/images/Products/vyando/jeera-bhakhri.webp,Vyndo,40GM
6964c858ed7c819c202a7c96,Jeera bhakhri,"Jeera Bhakhri is a traditional Indian flatbread made from wheat flour and cumin seeds, offering a crisp texture, aromatic flavor, and perfect pairing with curd or vegetables.",99,Namkeen,/images/Products/vyando/jeera-bhakhrimoti.webp,Vyndo,180GM
6964c858ed7c819c202a7c97,Moong Bajra Bhakhri,"Moong Bajra Bhakhri is a wholesome Indian flatbread made from pearl millet and moong dal, rich in fiber, earthy flavor, and ideal with ghee or sabzi for daily healthy meals.",20,Namkeen,/images/Products/vyando/mung-bajra-bhakhri.webp,Vyndo,40GM
6964c858ed7c819c202a7c98,Moong Bajra Bhakhri,"Moong Bajra Bhakhri is a wholesome Indian flatbread made from pearl millet and moong dal, rich in fiber, earthy flavor, and ideal with ghee or sabzi for daily healthy meals.",99,Namkeen,/images/Products/vyando/moong-bajari-bhakhri.webp,Vyndo,180GM
6964c858ed7c819c202a7c99,Rosted Ragi Bhakhri,"Roasted Ragi Bhakhri is a nutritious Indian flatbread made from finger millet, offering a roasted aroma, earthy taste, high calcium content, and perfect accompaniment to curd or vegetables.",20,Namkeen,/images/Products/vyando/rosted-rsgi-bhakhri.webp,Vyndo,40GM
6964c858ed7c819c202a7c9a,Rosted Ragi Bhakhri,"Roasted Ragi Bhakhri is a nutritious Indian flatbread made from finger millet, offering a roasted aroma, earthy taste, high calcium content, and perfect accompaniment to curd or vegetables.",99,Namkeen,/images/Products/vyando/rosted-bhakhri.webp,Vyndo,180GM
6964c858ed7c819c202a7c9b,Masala Ragi Bhakhri,"Masala Ragi Bhakhri is a flavorful, healthy Indian flatbread made from ragi flour blended with spices, offering a spicy aroma, earthy taste, and perfect pairing with curd or chutney.",20,Namkeen,/images/Products/vyando/ragi-bhakhri.webp,Vyndo,40GM
6964c858ed7c819c202a7c9c,Masala Ragi Bhakhri,"Masala Ragi Bhakhri is a flavorful, healthy Indian flatbread made from ragi flour blended with spices, offering a spicy aroma, earthy taste, and perfect pairing with curd or chutney.",99,Namkeen,/images/Products/vyando/ragi-masala-bhakhri.webp,Vyndo,180GM
6964c858ed7c819c202a7c9d,Farali Bhakhri,"Farali Bhakhri is a fasting-friendly Indian flatbread made from vrat-approved flours, lightly seasoned, wholesome, filling, and perfect during religious fasts with curd or peanut chutney.",99,Namkeen,/images/Products/vyando/farali-bhakhri.webp,Vyndo,180GM
6964c858ed7c819c202a7c9e,Farali Fista Combo,"Farali Fista Combo is a special fasting-friendly assortment of farali bhakhris and snacks, made from vrat-approved ingredients, offering taste, nutrition, and convenience during religious fasts.",396,Namkeen,/images/Products/vyando/farali-combo.webp,Vyndo,720GM
6964c858ed7c819c202a7c9f,Bajra Methi Bhakhri,"Bajra Methi Bhakhri is a healthy Indian flatbread made from pearl millet and fresh fenugreek leaves, offering earthy flavor, mild bitterness, rich fiber, and perfect with ghee or sabzi.",99,Namkeen,/images/Products/vyando/bajri-methi-bhakhri.webp,Vyndo,180GM
6964c858ed7c819c202a7ca0,Chorafali Khakhra,"Chorafali Khakhra is a crispy Gujarati snack inspired by surti chorafali, made from spiced flours, offering a crunchy texture, savory flavor, and perfect tea-time accompaniment.",99,Namkeen,/images/Products/vyando/cholafali-khakhra.webp ,Vyndo,200GM
6964c858ed7c819c202a7ca1,Moongdi Khakhra,"Moongdi Khakhra is a light, crispy Indian snack made from moong dal flour, offering a mild savory taste, high protein content, and a healthy tea-time or on-the-go option.",20,Namkeen,/images/Products/vyando/cholafali-khakhra.webp,Vyndo,40GM
6964c858ed7c819c202a7ca2,Methi Bajra Khakhra,"Methi Bajra Khakhra is a nutritious, crispy Indian snack made from pearl millet and fenugreek leaves, offering earthy flavor, rich fiber, and a healthy, satisfying tea-time accompaniment.",99,Namkeen,/images/Products/vyando/methi-bajra-khakhra.webp,Vyndo,200GM
6964c858ed7c819c202a7ca3,Chorafali Khakhra,"Chorafali Khakhra is a crunchy and savory Gujarati snack made from spiced flours, delivering a crispy texture, tangy flavor, and perfect for tea-time or snacking anytime.",20,Namkeen,/images/Products/vyando/chorafali-khakhra.webp,Vyndo,40GM
6964c858ed7c819c202a7ca4,Methi Bajra Khakhra,"Methi Bajra Khakhra is a healthy, crispy Indian snack made from pearl millet (bajra) and fresh fenugreek leaves, offering a flavorful, fiber-rich, and guilt-free tea-time treat.",20,Namkeen,/images/Products/vyando/methi-bajra-khakhra.webp,Vyndo,40GM
6964c858ed7c819c202a7ca5,Plain Millet Khakhra,"Plain Millet Khakhra is a wholesome, crispy Indian snack made from millet flour, offering a light, nutty flavor, rich in fiber, and perfect for a healthy tea-time or on-the-go bite.",20,Namkeen,/images/Products/vyando/millet-khakhra.webp,Vyndo,40GM
6964c858ed7c819c202a7ca6,Plain Millet Khakhra,"Plain Millet Khakhra is a wholesome, crispy Indian snack made from millet flour, offering a light, nutty flavor, rich in fiber, and perfect for a healthy tea-time or on-the-go bite.",99,Namkeen,/images/Products/vyando/millet-khakhra.webp,Vyndo,200GM
6964c858ed7c819c202a7ca7,Sattu Khakhra,"Sattu Khakhra is a nutritious, crispy Indian snack made from roasted gram flour (sattu), offering a wholesome, protein-rich, and flavorful treat ideal for tea-time or light snacking.",99,Namkeen,/images/Products/vyando/sattu-khakhra.webp,Vyndo,200GM
6964c858ed7c819c202a7ca8,Moongdi Khakhra,"Moongdi Khakhra is a crispy, protein-rich Indian snack made from moong dal flour, offering a light, savory flavor and a healthy, guilt-free option for tea-time or on-the-go snacking.",99,Namkeen,/images/Products/vyando/moongdi-khakhra.webp,Vyndo,200GM
6964c858ed7c819c202a7ca9,Peri Peri Soya Chalks,"Peri Peri Soya Chunks are spicy, protein-packed soy snacks tossed in tangy peri-peri seasoning, offering a crunchy, flavorful bite perfect as a healthy snack or appetizer.",65,Namkeen,/images/Products/vyando/peri-peri-soya.webp,Vyndo,100GM
6964c858ed7c819c202a7caa,Tandoori Soya Chalks,"Tandoori Soya Chunks are protein-rich soy bites marinated with aromatic tandoori spices, delivering a smoky, savory flavor and a healthy, satisfying snack or appetizer option.",65,Namkeen,/images/Products/vyando/tandoori-soya.webp,Vyndo,100GM
6964c858ed7c819c202a7cab,Tometo Soya Chalks,"Tomato Soya Chunks are protein-packed soy bites flavored with tangy tomato spices, offering a deliciously savory taste and a healthy, crunchy snack or appetizer option.",65,Namkeen,/images/Products/vyando/soya-tometo.webp,Vyndo,100GM
6964c858ed7c819c202a7cac,Masala Soya Chalks,"Masala Soya Chunks are flavorful, protein-rich soy bites coated with a spicy masala blend, delivering a crunchy, savory taste perfect for snacking or as a healthy appetizer.",65,Namkeen,/images/Products/vyando/soya-masala.webp,Vyndo,100GM
6964c858ed7c819c202a7cad,Millet Flakes Chevda,"Millet Flakes Chevda is a healthy, crunchy snack made from roasted millet flakes, nuts, and mild spices, offering a light, savory, and guilt-free option for tea-time or munching.",65,Namkeen,/images/Products/vyando/millet-chevda.webp,Vyndo,100GM
6964c858ed7c819c202a7cae,Millet Plain Sev Mamra 2.0,"Millet Plain Sev Mamra 2.0 is a healthy, crunchy snack combining roasted millet sev and puffed rice, offering a light, savory flavor and a guilt-free, protein-rich munching experience.",65,Namkeen,/images/Products/vyando/plain-mamra.webp,Vyndo,100GM
6964c858ed7c819c202a7caf,Jain Soya Chalks Combo,"Jain Soya Chunks Combo is a wholesome assortment of protein-rich soy bites prepared without onion and garlic, offering a healthy, flavorful, and fasting-friendly snack or meal option.",117,Namkeen,/images/Products/vyando/jain-soya-combo.webp,Vyndo,100GM
6964c858ed7c819c202a7cb0,Jain Sneks Combo,"Jain Snacks Combo is a curated assortment of tasty, fasting-friendly treats made without onion and garlic, offering a healthy, flavorful, and convenient option for snacking anytime.",260,Namkeen,/images/Products/vyando/sneks-combo.webp,Vyndo,400GM
6964c858ed7c819c202a7cb1,Millet Masala Sev Mamra 2.0,"Millet Masala Sev Mamra 2.0 is a crunchy, savory snack made from roasted millet sev and puffed rice, tossed in flavorful spices, offering a healthy, protein-rich, and guilt-free munching experience.",65,Namkeen,/images/Products/vyando/msala-mamra.webp,Vyndo,100GM
6964c858ed7c819c202a7cb2,Soya chalks Combo,"Soya Chunks Combo is a protein-packed assortment of flavored soy bites, including varieties like peri-peri, tandoori, and masala, offering a tasty, healthy, and convenient snacking or meal option.",276,Namkeen,/images/Products/vyando/soya-combo.webp,Vyndo,500GM
6964c858ed7c819c202a7cb3,Farali Khakhra-Fasting Special,"Farali Khakhra ? Fasting Special is a crispy, wholesome Indian snack made from vrat-friendly flours and spices, offering a light, savory, and nutritious option perfect for religious fasts.",99,Namkeen,/images/Products/vyando/jain-soya-combo.webp,Vyndo,200GM
6964c858ed7c819c202a7cb4,Green Chutney Soya Chalks,"Green Chutney Soya Chunks are protein-rich soy bites coated with zesty, flavorful green chutney spices, offering a crunchy, tangy, and healthy snack or appetizer option.",65,Namkeen,/images/Products/vyando/green-soya.webp,Vyndo,100GM
6964c858ed7c819c202a7cb5,Jowar Mix,"Jowar Mix is a wholesome, crunchy snack made from roasted jowar (sorghum) and a blend of nuts and spices, offering a nutritious, fiber-rich, and flavorful munching experience.",65,Namkeen,/images/Products/vyando/jowar-mix.webp,Vyndo,100GM
6964c858ed7c819c202a7cb6,Ragi Millet Sev Masala,"Ragi Millet Sev Masala is a crunchy, savory snack made from roasted ragi and millet, tossed with aromatic spices, offering a healthy, fiber-rich, and flavorful tea-time treat.",65,Namkeen,/images/Products/vyando/ragi-sev.webp,Vyndo,100GM
6964c858ed7c819c202a7cb7,Ragi Millet Sev Aachari,"Ragi Millet Sev Aachari is a crispy, tangy snack made from roasted ragi and millet, infused with flavorful aachari spices, offering a healthy, fiber-rich, and zesty tea-time treat.",65,Namkeen,/images/Products/vyando/ragi-aachri-sev.webp,Vyndo,100GM
6964c858ed7c819c202a7cb8,Ragi Millet Sev Pudina,"Ragi Millet Sev Pudina is a crunchy, flavorful snack made from roasted ragi and millet, blended with refreshing pudina (mint) spices, offering a healthy, fiber-rich, and aromatic tea-time treat.",65,Namkeen,/images/Products/vyando/pudina-sev.webp,Vyndo,100GM
6964c858ed7c819c202a7cb9,Ragi Millet Sev Thai Chilli,"Ragi Millet Sev Thai Chilli is a spicy, crispy snack made from roasted ragi and millet, tossed with bold Thai chili flavors, offering a healthy, fiber-rich, and zesty tea-time treat.",65,Namkeen,/images/Products/vyando/ragi-thai-sev.webp,Vyndo,100GM
6964c858ed7c819c202a7cba,Jain Spired Bhakhri combo,"Jain Spiced Bhakhri Combo is a wholesome assortment of crispy, flavorful bhakhris made without onion and garlic, offering a healthy, protein-rich, and fasting-friendly snack or meal option.",396,Namkeen,/images/Products/vyando/jain-combo.webp,Vyndo,100GM
6964c858ed7c819c202a7cbb,Jain Spired Crunchy Khakhra combo,"Jain Spiced Crunchy Khakhra Combo is a tasty assortment of crispy, flavorful khakhras made without onion and garlic, offering a healthy, protein-rich, and fasting-friendly snack option.",297,Namkeen,/images/Products/vyando/crunchy-combo.webp,Vyndo,100GM
6964c858ed7c819c202a7cbc,Protain Khakhra Combo,"Protein Khakhra Combo is a nutritious assortment of high-protein, crispy khakhras made from wholesome flours and lentils, offering a healthy, tasty, and guilt-free snack option.",297,Namkeen,/images/Products/vyando/protain-khakhra-combo.webp,Vyndo,100GM
6964c858ed7c819c202a7cbd,Busy Bee Bhakhri Combo,"Busy Bee Bhakhri Combo is a wholesome assortment of nutritious, flavorful bhakhris, crafted for a busy lifestyle, offering a healthy, convenient, and delicious meal or snack option.",80,Namkeen,/images/Products/vyando/busy-bee.webp,Vyndo,100GM
6964c858ed7c819c202a7cbe,The Altimate Experience Kit,"The Ultimate Experience Kit is a curated assortment of premium snacks and bhakhris, offering a flavorful, wholesome, and diverse tasting experience, perfect for gifting or indulging in healthy treats.\n",160,Namkeen,/images/Products/vyando/ultimate-combo.webp,Vyndo,
6964c858ed7c819c202a7cbf,Protain Reach Bhakhri Combo,"Protein Rich Bhakhri Combo is a wholesome assortment of high-protein, nutritious bhakhris made from lentils and millet, offering a healthy, filling, and flavorful meal or snack option.",297,Namkeen,/images/Products/vyando/bhakhri-combo.webp,Vyndo,
6964c858ed7c819c202a7cc0,Revitalizing Ragi Combo,"Revitalizing Ragi Combo is a wholesome assortment of nutritious ragi-based snacks and bhakhris, rich in fiber and calcium, offering a healthy, energy-boosting, and flavorful treat for daily wellness.",396,Namkeen,/images/Products/vyando/revitalizing.webp,Vyndo,
6964c858ed7c819c202a7cc1,Grab-n-Go Khakhra Combo,"Grab-n-Go Khakhra Combo is a convenient assortment of crispy, ready-to-eat khakhras, offering a healthy, flavorful, and portable snack option perfect for on-the-go munching.",80,Namkeen,/images/Products/vyando/grab-n-go.webp,Vyndo,
6964c858ed7c819c202a7cc2,Blissful Bhakhri Combo,"Blissful Bhakhri Combo is a delightful assortment of soft and flavorful bhakhris, crafted from wholesome ingredients, offering a healthy, tasty, and satisfying meal or snack experience.",495,Namkeen,/images/Products/vyando/blissful-combo.webp,Vyndo,
